ID,Mass,RT,72e123-1,72e123-2,72e123-3,72e123-4,72e123-5,Col-1,Col-2,Col-3,Col-4,Col-5
6563,859.328,8.26,43546.57834,17564.52446,37892.92872,14612.74906,16493.13245,39506.82743,51873.82795,41494.58233,39120.13911,30222.23277
6564,792.3744,12.17,37671.52004,34306.60538,34550.36508,31797.3195,35509.8216,38715.5952,39172.8714,39121.76511,35436.85108,40872.46089
6565,755.1785,4.05,19286.43607,24898.04723,17089.28044,15796.11514,27267.52888,20751.35104,18631.08317,20243.6283,17735.05022,16205.85876
6566,663.1097,1.24,33302.41011,32627.62806,37528.96809,40045.03844,42772.54767,37314.80704,36128.43578,40504.52016,36949.02433,32957.58309
6567,1042.2944,5.72,46380.72335,33654.57276,36766.94257,48877.19417,42462.35914,5166.418053,5557.211532,5695.49139,6243.024303,12039.52419
6568,960.4647,4.22,30376.75225,14773.41005,25838.02256,10804.78502,10666.93992,40077.68389,40269.23078,44252.2638,41166.83797,43405.27419
6569,762.3279,10.34,49433.56907,46761.52632,45156.46083,49801.702,40519.22901,48075.33453,50888.37542,51957.46058,49002.43172,51298.06111
6570,424.1596,5.66,1,1,1,1,1,1,1,1,1,1
6571,426.1548,14.95,28701.96333,17710.66904,22544.27947,19983.57719,16673.21979,21328.59845,27537.24344,19603.40227,16760.74072,22486.25493
6572,290.0402,3.82,28651.11421,27338.09259,22468.67445,24653.22263,18857.43156,28925.22256,18679.70061,26330.48655,33096.56141,27743.80149
6573,506.1008,5.4,36463.30349,29173.87725,41376.64035,38678.97427,41690.02545,38731.80555,35174.27802,34931.3073,33309.34999,39886.44005
6574,200.0232,6.49,15465.95149,17778.82562,13773.93115,29681.06829,15138.63798,25241.33242,18609.88984,23222.80279,23790.16311,29400.28248
6575,188.1166,2.46,22073.14212,14180.23217,9525.673575,20974.15695,15978.70075,19833.71952,14774.4653,19095.15964,16410.16275,19347.3086
6576,284.1266,3.81,34798.52359,24494.82192,27176.69934,34618.5699,27336.53843,28964.30308,34845.53414,27880.75137,25902.27913,30139.01018
6577,561.2026,4.21,28397.86687,23272.03805,31443.66374,19189.41416,21536.86357,39926.92465,38724.36024,38763.10756,34597.07813,36611.71394
6578,337.0369,5.27,1,1,1,1,1,1,1,1,1,1
6579,242.0585,4.33,1,1,1,1,1,1,1,1,1,1
6580,574.0525,3.28,16738.06597,24878.61148,15513.51923,24491.23964,26988.85498,27843.47638,20549.52098,20094.03379,12438.25497,22574.83546
6581,1035.2703,5.48,39616.66087,16823.74046,28644.76059,22322.28581,26285.14665,33982.4629,41249.28524,23246.89931,30897.48176,32405.01071
6582,710.1638,2.83,41934.13423,49205.994,26913.21229,32804.43789,44790.93854,42524.31013,41111.2076,40660.01175,43917.28187,42665.9709
6583,545.9743,12.38,40870.69542,36741.28617,27168.05024,38345.49643,23484.29358,38953.69716,26232.41693,19372.30555,37459.65862,22832.30933
6584,944.1823,4.49,32560.29904,30340.87148,34525.54321,28741.82421,30759.06146,44212.11699,29328.01698,37882.09235,39927.85505,46909.01667
6585,424.1128,7.08,6278.013603,3433.187026,14640.99493,2835.574215,713.0807985,10197.96564,7392.908896,11547.67782,5135.217056,20757.08601
6586,273.0961,9.3,1,10877.64712,4403.209402,10374.32334,5883.633528,1,1,8886.390148,5883.52168,2368.965396
6587,338.1005,5.55,1,1,1,1,1,1,1,1,1,1
6588,363.1706,6.71,25680.48285,23138.20097,32314.05658,28030.48421,28343.40226,31402.79631,29006.3838,25604.93477,29881.61747,32694.72908
6589,728.252,3.16,1,1,1,1,1,1,1,1,1,1
6590,208.11,17.07,11646.23063,17975.2731,27599.27326,15005.59907,14629.45614,20356.52901,14078.71109,23693.31843,30449.19043,27765.54572
6591,287.8734,0.85,34730.08055,34768.30816,36280.99888,31160.81634,29860.87734,30567.60037,33218.54424,32700.37717,30494.71895,28046.98909
6592,598.3635,13.74,28190.53671,45961.03167,47777.47399,19386.40221,24236.94921,50675.03894,45228.55489,53004.67117,47530.00631,36520.6134
6593,210.0533,3.83,22964.05889,23598.1818,24584.25591,18787.78976,23327.40347,25272.89903,25361.12458,29056.36962,31425.51941,29370.7098
6594,371.8343,0.85,31404.09133,33358.35603,31120.20125,32609.04646,27928.95071,30599.53519,26556.18761,30707.25797,31997.38039,29922.02654
6595,831.2707,12.37,30102.67092,25021.08486,23293.29458,49250.70074,36394.08244,36354.94064,23042.16748,34400.18951,33394.31399,38292.82304
6596,566.1998,4.6,1,1,4041.458529,1,4690.333461,24305.68787,23631.45518,43513.92532,29933.76479,26641.8492
6597,382.9569,4.48,1,1,952.9573754,1,1,1,1455.567911,1,1,321.0855361
6598,623.863,0.78,28498.55088,26468.44786,28047.02962,28034.48949,31510.31342,16503.44046,31261.81174,28502.8778,28616.20246,26795.27834
6599,215.1518,7.99,28296.27116,25014.78461,26520.7862,32481.1819,29760.55945,31108.43764,31105.54329,29607.21951,32963.95741,31468.94716
6600,623.0772,6.37,17244.12785,1,15020.00837,1,6968.213337,20143.52392,20627.57217,12810.46934,19462.67524,17120.879
6601,1038.4939,11.55,95643.06274,97730.28934,93672.16256,64390.85464,59925.66558,100817.7262,91638.14891,99747.12595,98952.74744,61509.9567
6602,453.0476,1.44,18914.87759,23012.43613,17861.59613,31135.8174,22908.46939,24721.35161,19921.47063,20657.51385,20409.29221,26354.641
6603,1026.3372,4.58,29681.16269,35141.92204,34914.89812,26767.36749,27746.11834,49076.14511,43322.86389,41422.88557,46586.04804,51426.77
6604,254.1007,11.23,2551.075783,959.7041441,1,1,1,1996.714648,1,1,1,1
6605,521.9019,0.79,39302.81669,32735.34576,32637.20653,42903.96259,41741.67586,32470.46646,35613.59033,33892.47187,35475.98532,41946.67961
6606,775.6176,0.85,43479.81812,48957.245,49569.3983,40071.35494,36302.14633,43830.02644,48863.93947,50391.43749,44449.62995,42783.45264
6607,825.2345,9.22,45832.50865,20766.72818,34601.39197,46173.28707,24796.92428,39165.96528,37576.53767,44848.63231,39979.26658,28373.17236
6608,520.3115,11.53,16607.43697,1,1,1,1,21615.66992,1,1,1,1
6609,312.1935,11.46,5924.136985,34283.3363,15044.86261,6385.578653,8256.848391,9625.552084,7558.396877,3233.984368,14662.87734,9246.835369
6610,1048.2485,4.28,1,4083.15277,5227.588585,4445.103705,3932.354716,1,3505.599228,5457.703461,320.0367082,7463.503839
6611,156.0974,8.41,8707.13494,7918.85621,6075.794027,8838.87064,5537.421381,6785.276841,7699.567795,8420.9616,7489.381206,7703.97011
6612,461.1496,8.82,33531.0975,29821.20658,25897.11409,30818.99854,26321.96472,33179.99611,26586.83322,23767.57979,20013.00757,30355.54693
6613,500.2957,4.69,23392.77138,12437.31592,15286.58124,20495.54127,22792.86725,20690.08262,25484.98866,17947.0557,16432.10818,32203.67227
6614,510.2306,6.68,24496.47649,15069.63502,12887.57781,13471.24944,14151.00216,23017.62732,28476.14726,21135.54104,18622.79704,25830.79545
6615,358.1411,3.14,1,1,1,1,1,10236.30249,1,1,5399.974599,16828.9822
6616,735.2801,4.23,41154.29261,14831.03056,22971.36301,22604.64862,16581.6873,42999.70729,42266.70142,45659.03459,41074.50942,40656.31416
6617,422.2147,5.87,17006.61014,10031.13661,16497.49792,12334.68997,15720.44617,16056.78866,15053.86125,9466.0461,16084.64255,19015.43466
6618,400.1729,5.48,21660.18803,27657.45815,18493.70983,20613.84448,18141.86803,25041.2919,21249.16179,22775.67711,22957.91839,28867.02777
6619,528.1036,12.02,20724.52566,23681.46699,25967.09674,31404.49856,18077.57411,21278.29267,21741.49659,33520.01192,32776.31879,35399.03777
6620,490.2692,15.95,1,13829.99973,7432.293367,1,1,13609.76848,5337.863082,23447.16896,28138.02634,12520.90832
6621,204.0547,5.05,5367.745019,25220.74039,15110.13819,31854.38716,30519.15155,15411.20897,3739.494682,23422.28756,11998.6372,15150.67117
6622,322.0982,7.73,18826.63467,29878.51025,35926.1643,25682.61537,28284.91163,42655.2469,29492.41514,59456.6456,45499.14471,44344.24172
6623,761.1002,3.28,14630.3086,10225.70463,21607.4035,1,11985.61376,29884.10866,13721.82503,7979.232074,24371.9629,23695.52252
6624,546.182,4.52,1,2184.683826,1045.29167,29309.85617,613.9399423,42407.99555,959.1708487,1,30390.18789,72210.63396
6625,594.1845,5.83,33259.69064,1,31535.66101,1,10333.56898,1,19325.02259,18411.955,1,1
6626,623.2771,17.05,22040.34065,51456.05972,39462.02664,41088.81923,45244.25391,22111.92835,10516.14721,48685.72088,50313.91814,42677.62213
6627,242.0583,6.76,1,1,1,1,1,1,1,1,1,1
6628,828.4695,5.55,49767.52276,27981.8848,34235.52267,51315.86004,44873.37693,30532.17373,41107.43235,32501.22458,34658.54059,39866.61091
6629,297.8904,0.85,24501.36831,26887.78872,28804.72354,27573.29214,23541.9707,23725.43316,24516.9495,22719.94595,24048.48011,37240.30678
6630,1733.058,14.04,1,27774.88493,1,1,1,32407.18684,1,31519.06898,30266.4036,1
6631,297.0707,8.85,1,1,1,1,542.3027975,1,1,1,1,1
6632,538.2225,4.78,1,1,1,1,1247.360814,1,4723.202257,1721.448747,4519.536813,15601.59664
6633,922.1982,3.58,19641.07832,23952.72901,18206.54423,20319.14977,22180.32489,28148.75697,27008.83105,28240.57027,32506.73358,23206.62421
6634,384.1413,5.41,13084.56434,5350.526065,1,8310.316771,4859.732408,3343.289816,11796.39169,9154.646387,13621.32287,12323.07558
6635,385.2413,17.58,19777.80744,17006.59789,16680.64187,22852.78898,10857.86602,21724.12193,23538.71841,17921.86747,19072.5119,16568.59216
6636,262.1411,5.14,17116.70062,26427.96474,25206.14034,13132.00518,13942.2483,25134.48863,14082.76225,26292.96024,21554.88164,20990.06792
6637,414.2966,15.81,36019.15171,26994.63423,34468.30356,36607.45905,32682.45691,39435.61912,42976.55154,37686.67243,35425.31878,40808.65949
6638,621.0438,6.34,1,3869.386113,5848.452734,923.1259281,2789.826618,1959.647474,1840.574172,1108.287062,1,1444.537957
6639,495.3322,13.91,3159.853371,1,671.9816235,1129.6781,1270.082064,2648.456728,2169.673912,1,564.7647401,1
6640,597.0845,7.34,28032.66581,12188.23015,20635.31424,21032.23284,27258.71089,21359.64407,17168.17501,18902.82971,23946.23179,16634.79549
6641,340.1114,8.52,33591.22194,12763.73351,10179.47987,25764.66167,7150.241511,23872.8885,34902.77865,27766.30218,27321.95511,20067.25758
6642,193.9532,17.06,18880.38089,22123.70667,27966.84372,15974.60903,17613.51795,21766.10473,15093.64802,27774.8264,29720.15114,26193.60365
6643,932.5913,13.21,51649.91292,4938.867462,2762.048965,18844.10119,21021.70554,7179.973168,39996.91664,6376.954512,7097.014698,14218.85907
6644,649.1059,7.51,27063.19466,17248.69414,12085.5413,18992.7403,20529.20408,22839.63535,34264.46747,12678.49469,22519.41147,18982.84461
6645,528.1241,4.94,27858.34328,51058.49121,23142.65814,37190.27195,38484.47815,24072.99682,42297.40717,30374.81234,22065.01898,18029.6353
6646,442.9798,5.48,1,1,442.1558314,1,1,1,1,1,1,1
6647,659.4165,12.92,1,1,1,1,1,1,1,1,1,1
6648,396.1211,6.53,3990.642276,5380.534164,1,1,6507.292779,4138.104302,4150.338637,2921.78229,1,3557.312545
6649,563.0698,4.91,1,1,1,1,1,1,1,1,1,1
6650,255.0857,8.45,1501.563915,675.8615576,1,1,344.8015154,1,737.0865509,884.1081053,1,1
6651,170.073,4.33,1,1,1,1,1,1,1,1,1,1
6652,312.1368,3.43,20662.04874,18840.25137,23641.31102,1,1,16327.35886,18233.06307,15469.49225,1,13415.15838
6653,391.1774,6.78,962.1594953,1,1,1,2294.968767,1,1,1777.708511,1,1
6654,476.1319,6.16,16283.11787,12186.08326,10301.328,16819.44098,16580.20544,18189.32842,24395.34197,20519.62432,22114.90591,38185.94241
6655,1022.2472,3.56,29495.54385,44756.01243,32076.94482,29380.79378,23409.49485,10439.45968,12058.57187,7673.287059,13833.97796,13405.87536
6656,299.1635,13,21121.78362,1,1,29048.73573,9439.416658,1,22916.73507,1,1,9278.051894
6657,699.873,0.79,28222.32617,31517.88175,27852.81629,38348.76504,33327.45937,30025.22149,31406.46135,26820.59416,32982.57652,35968.43853
6658,632.1338,3.8,16741.99672,31035.01011,31430.21039,26689.38209,30415.87515,14067.13479,32749.68251,34287.5913,27094.68404,31720.54963
6659,758.5253,4.22,12011.69998,12287.2122,16337.9923,14976.51188,12794.17068,42924.22258,12151.38258,6083.757754,8094.370953,7906.523919
6660,587.1838,6.19,30229.32318,34428.34843,19030.19591,30308.42224,38962.38909,42283.41715,36276.73283,44812.38213,39013.05202,69842.53549
6661,190.0242,5.02,5046.79657,5110.211497,5126.167153,5751.450734,7169.392848,6796.77724,15298.24049,14478.42167,7792.501232,10956.95735
6662,305.0022,6.85,30479.24096,27980.64734,31155.44269,29170.14146,31979.20316,30918.177,29572.79038,32948.92619,32326.29901,30329.11076
6663,658.1298,3.41,12470.65172,11338.37416,6342.763489,10376.10266,14444.43952,8256.070475,10793.89487,1,9996.53429,8785.448779
6664,237.9764,1.37,28540.29195,43562.31507,42342.9873,25030.36568,36856.95869,33693.57548,37640.9311,42565.9426,33170.01035,24339.22517
6665,511.0996,4.57,25699.80903,30935.40969,22275.31499,27017.37954,19292.10462,27647.96103,20226.91246,31642.67492,18600.5886,30435.55301
6666,252.1721,14.95,32541.5494,18572.25149,25622.15829,25397.59457,27623.47096,23460.73734,28961.94561,22052.41536,17719.38746,18758.19559
6667,808.1824,3.39,31175.65334,1,25892.88985,27289.84682,25624.20794,42042.83864,30420.54002,42399.7929,1,35244.36598
6668,472.1944,5.33,20434.49881,15123.57006,14756.49728,14478.32487,17150.61356,13575.05569,19476.7545,15194.0079,15046.30799,25671.92597
6669,824.448,14.69,43877.88107,1,1,1,1,1,43391.6402,1,1,1
6670,498.2305,6.08,13232.15839,9330.068568,13982.26952,13277.14607,13351.36479,17412.26602,18943.75945,18795.65799,19271.86133,19933.74745
6671,326.1962,4.07,23303.41614,15927.0597,31261.36297,15751.1128,11769.03035,29385.12097,30532.53625,34392.23993,26052.69702,19018.01898
6672,756.2686,4.07,1,10065.68153,1,6047.71605,18066.38868,1,55493.12989,1,1,1
6673,534.1948,3.44,1,1,1,1,1,1,1,1,1,1
6674,350.1207,2,53852.52983,16194.17934,30624.30494,39926.84599,17775.90143,26290.20299,35888.42162,18623.33668,20480.53137,25468.74606
6675,557.3235,13.23,30500.96749,10930.85963,1,2005.433442,24065.43798,21164.0829,36600.51996,5741.779285,11899.99397,25327.19865
6676,420.0993,5.75,24936.73619,19057.86749,21321.93776,20649.70048,23165.84236,39074.47197,45281.61492,32758.61882,40283.5169,43118.84273
6677,283.0754,5.1,1,1,1,1,1,1,1,1,1,1
6678,878.2476,3.93,31130.84825,23980.12525,29641.72826,24350.61873,26443.07382,22342.71737,26459.08854,26575.54319,23875.26117,24990.73076
6679,601.3028,7.73,29843.19426,26080.96769,20402.01134,27070.9114,30520.41138,33658.41183,38624.32806,42363.29646,39461.98323,41697.801
6680,334.0664,12.42,1,1,1,1,1,1,1,1,1,1
6681,1046.4923,4.38,4973.668631,26466.06612,24104.11523,48746.29736,30661.46631,30234.9947,1090.890372,7265.533294,6067.655994,10497.33483
6682,201.0645,1.24,10026.06566,18312.92145,11509.2421,17909.0433,12639.11042,37600.08811,39223.96839,15836.961,12319.92932,45368.13348
6683,364.055,8.01,1,104587.4147,25670.32984,564.91432,17524.51948,4446.29612,1,823.6912277,2547.435267,13211.17949
6684,522.9805,4.47,6525.217305,4688.847147,7267.706105,3860.943852,5509.308613,7326.434931,5880.448936,6564.964573,8352.974154,6280.132277
6685,143.0016,6.68,717.88518,5873.150011,3049.158404,5722.887526,3847.716873,8781.616283,4858.11249,5400.126417,7980.871328,13085.97594
6686,294.1223,6.24,19587.84588,14489.15814,11968.56726,31662.5761,20028.38672,19991.92099,16369.46844,28338.4034,23928.38904,25731.62103
6687,324.1339,3.86,65699.91849,51574.09659,68019.21545,62738.48977,52673.2303,82244.25745,80869.53045,78450.40839,25314.55229,31154.13746
6688,977.5303,4.93,10177.68477,13527.29583,13444.67416,20749.19436,20032.5104,48575.08078,12876.77631,2971.287216,1,6088.840296
6689,254.1522,7.14,26986.8861,14243.31565,15653.04691,15690.4676,14456.29547,30720.84055,29511.44933,32285.95227,29174.89989,29951.24221
6690,803.2707,3.65,34792.60634,28496.60413,19173.17322,34075.36065,37303.11879,30105.96643,37253.39602,32351.38302,29087.76506,42230.63975
6691,328.2251,6.62,1,1,1,1,1,1781.559229,1,2832.079916,1,1
6692,130.0266,6.55,10711.91693,23661.4308,17870.21465,15941.53184,25722.47658,14456.72065,15955.5968,19275.82864,22730.46729,25621.57434
6693,652.1682,4.79,12714.96432,7596.62762,16005.80292,13171.87069,4427.730078,21964.813,17596.90237,30509.5951,14175.25282,23469.98714
6694,568.0725,1.44,39827.70233,26537.6277,25037.50458,36106.87491,25412.569,26503.97537,29747.16687,25846.49959,31457.45939,30325.4643
6695,203.0585,4.19,1,3745.937525,1,4672.786376,1,5798.756944,4358.078514,3659.099867,5371.798543,2257.3025
6696,266.127,2.91,4782.830025,7309.190996,6311.692146,9576.339228,3519.911753,21681.23032,21338.61165,18962.29155,22044.66579,20289.92855
6697,216.0358,6.08,5822.289384,14161.77146,9860.100647,11386.77478,15754.09914,16245.84965,22619.58713,30457.71651,15383.25507,25787.61573
6698,822.1989,3.58,11122.94113,6330.940423,10572.3518,6531.127687,8574.481387,20248.30295,21753.63349,26016.29098,14701.52628,19199.10639
6699,696.1105,3.87,21736.62441,19008.31472,11624.73337,17499.01816,24213.88982,30711.78476,20513.48372,30680.44466,31235.22487,37248.60755
6700,544.3008,13.06,36276.693,1,1,29343.99448,30087.02582,1,35407.50435,1,1,1
6701,554.1094,5.02,27233.68509,17144.62591,24009.25901,24381.36652,17136.77581,22169.59649,22670.15657,26495.70091,22625.71399,29913.19022
6702,394.1079,6.15,1,31808.69824,1,1,4143.153812,1,1,1,1,1
6703,564.2023,6.34,1,30502.86688,1,21800.1731,12410.51144,1,1,14078.93386,1,1
6704,1071.5065,12.27,1,37735.6114,37531.86033,7361.383996,4549.217461,21195.41928,2999.256693,45632.52394,46181.48712,10572.89535
6705,211.096,6.78,1,1,1,1,1,1,1,1,1,1
6706,691.2857,12.37,22004.80009,26815.60655,28594.32188,48007.39577,20468.53135,32712.84843,23426.63871,34617.78288,24026.59408,32268.95622
6707,498.137,3.41,9128.261376,23941.77175,20752.12,29650.09531,23177.33914,24958.67168,24425.05836,27049.85646,23417.15959,24501.74409
6708,346.1286,1.44,18782.55825,16609.19495,25593.2485,32163.64614,21383.16075,30931.50695,22052.63243,26282.33614,30499.78384,21613.30698
6709,675.2003,4.4,2515.774488,38885.06735,23652.51413,37215.53001,36996.17378,1,1,1,1,1
6710,584.3861,17.9,32168.57616,20025.86544,19226.57582,35144.58766,19000.05817,24942.3235,42304.3075,19702.6231,23012.81656,39823.70357
6711,262.0749,9.07,1,1,1,1,1,1,1,1,1,1
6712,342.1295,14.95,1,1,1,1,1,1,1,1,1,1
6713,315.0965,1.24,21187.96615,26923.99442,20453.88716,25176.41083,25171.77035,28892.14747,28351.88447,22195.1506,27547.88386,42447.9331
6714,204.119,10.77,15449.46073,20745.47187,21458.85801,18312.36943,24069.88649,29556.95051,35656.82413,30503.92914,32971.31644,27880.68176
6715,650.1072,1.23,12958.08885,28599.41257,16993.86335,13856.5158,18732.26773,22816.48897,12574.93949,22738.23787,18380.01009,18912.70176
6716,536.03,4.38,24188.664,20592.38542,27170.21973,34814.61572,27428.39551,24141.44669,25615.24895,21546.97463,20806.17035,16483.62102
6717,774.2126,6.54,27007.29836,45200.84261,25723.84703,33629.02113,56986.98451,35615.10209,27853.55659,40388.61304,36705.97036,41705.83611
6718,351.1779,13.65,4975.325872,5362.790538,6009.653587,5862.72872,4158.441024,36392.1704,5070.955754,1,1520.212886,1952.635776
6719,226.0696,0.87,22729.74025,21169.3498,23114.66268,21396.60784,18797.60896,25164.02495,20655.59846,27608.89488,28792.02172,19155.77873
6720,340.1154,6.94,31397.49582,35232.2797,24695.14965,21570.8459,23534.89596,22616.50772,27227.49582,28450.74914,22354.07364,22294.73063
6721,763.1371,3.05,28350.45308,20178.6278,20615.07107,25622.82274,21662.69559,40734.20309,41309.38934,36159.96129,33669.41806,41605.09197
6722,495.1551,6.05,27875.39307,21593.97757,34146.15288,20550.19548,17963.70748,27176.59348,25978.32765,14449.90439,28124.29606,24060.00821
6723,549.0509,5.49,38764.50343,25305.53951,44002.04806,27240.45897,24644.5687,29644.56659,38866.65671,27553.06817,37259.66293,39941.61078
6724,300.0775,4.59,32233.19931,17316.09827,10293.00852,13506.75237,8712.740044,28278.10554,29329.63765,18358.31071,22650.37582,23367.16676
